country,source_organization,source_document,datasourcedocument,fnid,admin_0,admin_1,admin_2,admin_3,admin_4,population_group,crop_production_system,start_date,period_date,season_name,season_type,indicator,value,population,value_per_capita,product,unit,unit_name,cpcv2,cpcv2_description,geographic_group,fewsnet_region,country_code,collection_schedule,collection_date,season_date,season_year,status,collection_status,publication_name,document_type,id,dataseries_name
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2022-08-01,2022-08-31,Main,Harvest,Yield,0.00000000,,,Sweet Potatoes,MT/ha,tonnes per hectare,R01591AA,Sweet potatoes,Central America,,BZ,Ad Hoc,2022-08-31,2022-08-31,Main 2022,Collected,Published,"Agricultural Production Statistics for 2022, Belize",crop_final,37092745,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01591AA / Sweet Potatoes: Main: crop: crop:yield: tonnes per hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2023-08-01,2023-08-31,Main,Harvest,Yield,,,,Sweet Potatoes,MT/ha,tonnes per hectare,R01591AA,Sweet potatoes,Central America,,BZ,Ad Hoc,2023-08-31,2023-08-31,Main 2023,Missing Historic Data,Published,"Agricultural Production Statistics for 2023, Belize",crop_final,37092751,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01591AA / Sweet Potatoes: Main: crop: crop:yield: tonnes per hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2002-08-01,2002-08-31,Main,Harvest,Quantity Produced,4.0823280000000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2002-08-31,2002-08-31,Main 2002,Collected,Published,"Agricultural Production Statistics for 2002, Belize",crop_final,37098144,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2004-08-01,2004-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2004-08-31,2004-08-31,Main 2004,Collected,Published,"Agricultural Production Statistics for 2004, Belize",crop_final,37098153,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2005-08-01,2005-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2005-08-31,2005-08-31,Main 2005,Collected,Published,"Agricultural Production Statistics for 2005, Belize",crop_final,37098159,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2006-08-01,2006-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2006-08-31,2006-08-31,Main 2006,Collected,Published,"Agricultural Production Statistics for 2006, Belize",crop_final,37098165,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2007-08-01,2007-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2007-08-31,2007-08-31,Main 2007,Collected,Published,"Agricultural Production Statistics for 2007, Belize",crop_final,37098170,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2008-08-01,2008-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2008-08-31,2008-08-31,Main 2008,Collected,Published,"Agricultural Production Statistics for 2008, Belize",crop_final,37098176,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2009-08-01,2009-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2009-08-31,2009-08-31,Main 2009,Collected,Published,"Agricultural Production Statistics for 2009, Belize",crop_final,37098182,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2010-08-01,2010-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2010-08-31,2010-08-31,Main 2010,Collected,Published,"Agricultural Production Statistics for 2010, Belize",crop_final,37098188,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2011-08-01,2011-08-31,Main,Harvest,Quantity Produced,0.5000000000000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2011-08-31,2011-08-31,Main 2011,Collected,Published,"Agricultural Production Statistics for 2011, Belize",crop_final,37098194,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2012-08-01,2012-08-31,Main,Harvest,Quantity Produced,0.6000000000000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2012-08-31,2012-08-31,Main 2012,Collected,Published,"Agricultural Production Statistics for 2012, Belize",crop_final,37098200,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2013-08-01,2013-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2013-08-31,2013-08-31,Main 2013,Collected,Published,"Agricultural Production Statistics for 2013, Belize",crop_final,37098206,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2014-08-01,2014-08-31,Main,Harvest,Quantity Produced,1.2000000000000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2014-08-31,2014-08-31,Main 2014,Collected,Published,"Agricultural Production Statistics for 2014, Belize",crop_final,37098212,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2015-08-01,2015-08-31,Main,Harvest,Quantity Produced,0.6000000000000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2015-08-31,2015-08-31,Main 2015,Collected,Published,"Agricultural Production Statistics for 2015, Belize",crop_final,37098218,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2016-08-01,2016-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2016-08-31,2016-08-31,Main 2016,Collected,Published,"Agricultural Production Statistics for 2016, Belize",crop_final,37098224,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2017-08-01,2017-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2017-08-31,2017-08-31,Main 2017,Collected,Published,"Agricultural Production Statistics for 2017, Belize",crop_final,37098230,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2018-08-01,2018-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2018-08-31,2018-08-31,Main 2018,Collected,Published,"Agricultural Production Statistics for 2018, Belize",crop_final,37098236,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2019-08-01,2019-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2019-08-31,2019-08-31,Main 2019,Collected,Published,"Agricultural Production Statistics for 2019, Belize",crop_final,37098242,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2020-08-01,2020-08-31,Main,Harvest,Quantity Produced,0.00000000,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2020-08-31,2020-08-31,Main 2020,Collected,Published,"Agricultural Production Statistics for 2020, Belize",crop_final,37098248,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2021-08-01,2021-08-31,Main,Harvest,Quantity Produced,7.9545454545454540,,,Green bean (fresh),t,Tonne,R01241AA,Green Bean,Central America,,BZ,Ad Hoc,2021-08-31,2021-08-31,Main 2021,Collected,Published,"Agricultural Production Statistics for 2021, Belize",crop_final,37098254,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01241AA / Green bean (fresh): Main: crop: crop:quantity: Tonne"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2002-08-01,2002-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2002-08-31,2002-08-31,Main 2002,Collected,Published,"Agricultural Production Statistics for 2002, Belize",crop_final,37086812,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2004-08-01,2004-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2004-08-31,2004-08-31,Main 2004,Collected,Published,"Agricultural Production Statistics for 2004, Belize",crop_final,37086821,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2005-08-01,2005-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2005-08-31,2005-08-31,Main 2005,Collected,Published,"Agricultural Production Statistics for 2005, Belize",crop_final,37086827,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2006-08-01,2006-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2006-08-31,2006-08-31,Main 2006,Collected,Published,"Agricultural Production Statistics for 2006, Belize",crop_final,37086833,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2007-08-01,2007-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2007-08-31,2007-08-31,Main 2007,Collected,Published,"Agricultural Production Statistics for 2007, Belize",crop_final,37086839,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2008-08-01,2008-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2008-08-31,2008-08-31,Main 2008,Collected,Published,"Agricultural Production Statistics for 2008, Belize",crop_final,37086845,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2009-08-01,2009-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2009-08-31,2009-08-31,Main 2009,Collected,Published,"Agricultural Production Statistics for 2009, Belize",crop_final,37086851,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2010-08-01,2010-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2010-08-31,2010-08-31,Main 2010,Collected,Published,"Agricultural Production Statistics for 2010, Belize",crop_final,37086857,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2011-08-01,2011-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2011-08-31,2011-08-31,Main 2011,Collected,Published,"Agricultural Production Statistics for 2011, Belize",crop_final,37086863,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2012-08-01,2012-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2012-08-31,2012-08-31,Main 2012,Collected,Published,"Agricultural Production Statistics for 2012, Belize",crop_final,37086869,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2013-08-01,2013-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2013-08-31,2013-08-31,Main 2013,Collected,Published,"Agricultural Production Statistics for 2013, Belize",crop_final,37086875,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2014-08-01,2014-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2014-08-31,2014-08-31,Main 2014,Collected,Published,"Agricultural Production Statistics for 2014, Belize",crop_final,37086881,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2015-08-01,2015-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2015-08-31,2015-08-31,Main 2015,Collected,Published,"Agricultural Production Statistics for 2015, Belize",crop_final,37086887,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2016-08-01,2016-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2016-08-31,2016-08-31,Main 2016,Collected,Published,"Agricultural Production Statistics for 2016, Belize",crop_final,37086893,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2017-08-01,2017-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2017-08-31,2017-08-31,Main 2017,Collected,Published,"Agricultural Production Statistics for 2017, Belize",crop_final,37086899,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2018-08-01,2018-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2018-08-31,2018-08-31,Main 2018,Collected,Published,"Agricultural Production Statistics for 2018, Belize",crop_final,37086905,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2019-08-01,2019-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2019-08-31,2019-08-31,Main 2019,Collected,Published,"Agricultural Production Statistics for 2019, Belize",crop_final,37086911,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2021-08-01,2021-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2021-08-31,2021-08-31,Main 2021,Collected,Published,"Agricultural Production Statistics for 2021, Belize",crop_final,37086928,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2022-08-01,2022-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2022-08-31,2022-08-31,Main 2022,Collected,Published,"Agricultural Production Statistics for 2022, Belize",crop_final,37086934,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,All (PS),2023-08-01,2023-08-31,Main,Harvest,Area Planted,0.00000000,,,Jicama,ha,hectare,R01599AP,Root/tuber,Central America,,BZ,Ad Hoc,2023-08-31,2023-08-31,Main 2023,Collected,Published,"Agricultural Production Statistics for 2023, Belize",crop_final,37086940,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): All sectors (PS): R01599AP / Jicama: Main: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,Milpa (PS),2001-11-01,2001-11-30,Main Rice,Harvest,Area Planted,4.0468600000000000,,,Rice (Paddy),ha,hectare,R01132AA,"Rice, not husked, unspecified",Central America,,BZ,Ad Hoc,2001-11-30,2001-11-30,Main Rice 2001,Collected,Published,"Agricultural Production Statistics for 2001, Belize",crop_final,37082949,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): Milpa (PS): R01132AA / Rice (Paddy): Main Rice: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,Milpa (PS),2002-11-01,2002-11-30,Main Rice,Harvest,Area Planted,4.8562320000000000,,,Rice (Paddy),ha,hectare,R01132AA,"Rice, not husked, unspecified",Central America,,BZ,Ad Hoc,2002-11-30,2002-11-30,Main Rice 2002,Collected,Published,"Agricultural Production Statistics for 2002, Belize",crop_final,37082962,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): Milpa (PS): R01132AA / Rice (Paddy): Main Rice: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,Milpa (PS),2003-11-01,2003-11-30,Main Rice,Harvest,Area Planted,5.8943089430894310,,,Rice (Paddy),ha,hectare,R01132AA,"Rice, not husked, unspecified",Central America,,BZ,Ad Hoc,2003-11-30,2003-11-30,Main Rice 2003,Collected,Published,"Agricultural Production Statistics for 2003, Belize",crop_final,37082974,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): Milpa (PS): R01132AA / Rice (Paddy): Main Rice: crop: crop:planted: hectare"
Belize,"Ministry of Agriculture, Fisheries, Forestry, Environment and Sustainable Development, Belize","Official agricultural statistics, Belize",4443,BZ1982A101,Belize,Belize,,,,,Milpa (PS),2004-11-01,2004-11-30,Main Rice,Harvest,Area Planted,4.0468600000000000,,,Rice (Paddy),ha,hectare,R01132AA,"Rice, not husked, unspecified",Central America,,BZ,Ad Hoc,2004-11-30,2004-11-30,Main Rice 2004,Collected,Published,"Agricultural Production Statistics for 2004, Belize",crop_final,37082984,"Official agricultural statistics, Belize: Belize, Belize (01/01/1982 - 12/31/2017): Milpa (PS): R01132AA / Rice (Paddy): Main Rice: crop: crop:planted: hectare"
